6	258	2	883268278
305	512	4	886323525
184	412	2	889912691
279	1428	3	888465209
256	86	5	882165103
221	48	5	875245462
190	977	2	891042938
201	203	5	884114471
126	245	3	887854726
144	742	4	888104122
181	930	1	878963275
213	133	3	878955973
222	379	1	878184290
215	421	4	891435704
275	186	3	880314383
268	583	4	876513830
195	273	4	878019342
224	178	4	888082468
5	110	1	875636493
292	9	4	881104148
72	568	4	880037203
85	228	3	882813248
83	281	5	880307072
1	155	2	878542201
234	632	2	892079538
24	64	5	875322758
7	554	3	891354639
82	56	3	878769410
56	91	4	892683275
7	472	2	891353357
256	761	4	882164644
180	202	3	877128388
84	742	3	883450643
17	13	3	885272654
313	117	4	891015319
148	1	4	877019411
197	347	4	891409070
21	164	5	874951695
279	982	3	875298314
239	491	5	889181015
185	287	5	883526288
303	68	4	879467361
186	250	1	879023607
104	756	2	888465739
94	216	3	885870665
197	511	5	891409839
224	583	1	888103729
303	397	1	879543831
60	162	4	883327734
198	258	4	884204501
239	513	5	889178887
233	375	4	876374419
214	131	3	891544465
296	228	4	884197264
85	433	3	879828720
239	234	3	889178762
194	77	3	879527421
208	663	5	883108476
109	178	3	880572950
230	172	4	880484523
59	485	2	888204466
70	1133	3	884151344
198	234	3	884207833
65	125	4	879217509
174	660	5	886514261
283	432	5	879297965
275	418	3	875154718
311	98	5	884364502
269	252	1	891456350
286	73	5	877532965
7	623	3	891354217
210	204	5	887730676
239	9	5	889180446
96	87	4	884403531
297	73	2	875239691
135	1046	3	879858003
291	1178	4	875086354
125	382	1	892836623
70	399	4	884068521
311	9	4	884963365
301	523	4	882076146
152	685	5	880149074
275	1091	2	875154535
198	118	2	884206513
26	125	4	891371676
124	496	1	890286933
271	65	3	885849419
307	634	3	879283385
294	1245	3	877819265
25	501	3	885852301
201	432	3	884111312
13	181	5	882140354
207	68	2	877125350
2	50	5	888552084
188	443	4	875074329
276	324	4	874786419
83	385	4	887665549
109	402	4	880581344
14	213	5	890881557
57	79	5	883698495
176	875	4	886047442
253	97	4	891628501
284	269	4	885328991
106	526	4	881452685
121	180	3	891388286
84	1033	4	883452711
293	380	2	888907527
194	187	4	879520813
109	97	3	880578711
78	255	4	879633745
11	425	4	891904300
308	59	4	887737647
193	1078	4	889126943
87	585	4	879877008
250	204	2	878091682
8	50	5	879362124
5	454	1	875721432
291	376	3	875086534
175	127	5	877107640
145	737	2	875272833
153	174	1	881371140
268	298	3	875742647
313	616	5	891015049
286	44	3	877532173
279	168	5	875296435
276	474	5	889174904
62	59	4	879373821
297	233	2	875239914
42	98	4	881106711
274	50	5	878944679
104	299	3	888442436
293	708	3	888907527
248	589	4	884534968
18	950	3	880130764
217	27	1	889070011
201	148	1	884140751
196	381	4	881251728
69	427	3	882145465
256	472	4	882152471
128	182	4	879967225
151	747	3	879524564
7	171	3	891351287
172	220	4	875537441
308	516	4	887736743
145	756	2	885557506
220	298	4	881198966
21	324	4	874950889
210	70	4	887730589
181	14	1	878962392
75	237	2	884050309
223	1150	2	891549841
297	25	4	874954497
293	325	2	888904353
1	47	4	875072125
291	1016	4	874833827
7	451	5	891353892
202	283	3	879727153
214	117	4	891543241
184	602	4	889909691
194	212	1	879524216
95	68	4	879196231
25	257	4	885853415
130	569	3	880396494
66	181	5	883601425
21	948	1	874951054
181	1332	1	878962278
262	174	3	879791948
206	302	5	888180227
222	22	5	878183285
76	61	4	875028123
151	703	4	879542460
314	28	5	877888346
303	418	4	879483510
248	117	5	884535433
125	318	5	879454309
268	386	2	875743978
291	15	5	874833668
94	155	2	891723807
136	89	4	882848925
223	423	3	891550684
145	355	3	888396967
280	845	3	891700925
179	339	1	892151366
178	199	4	882826306
23	258	5	876785704
308	174	4	887736696
185	114	4	883524320
188	237	3	875073648
118	654	5	875385007
94	24	4	885873423
262	64	5	879793022
154	242	3	879138235
223	763	3	891550067
99	403	4	885680374
83	43	4	880308690
174	402	5	886513729
256	487	5	882164231
59	177	4	888204349
161	168	1	891171174
244	53	3	880607489
285	150	5	890595636
97	670	5	884239744
122	510	4	879270327
61	323	3	891206450
222	106	2	883816184
304	259	1	884967253
37	403	5	880915942
49	68	1	888069513
303	1098	4	879467959
165	372	5	879525987
3	335	1	889237269
56	869	3	892683895
190	117	4	891033697
94	174	4	885870231
117	181	5	880124648
19	435	5	885412840
194	191	4	879521856
158	24	4	880134261
56	447	4	892679067
262	223	3	879791816
214	137	4	891543227
188	96	5	875073128
244	154	5	880606385
134	879	4	891732393
230	138	3	880485197
16	209	5	877722736
151	835	5	879524199
110	568	3	886988449
141	258	5	884584338
44	240	4	878346997
230	419	4	880484587
56	450	3	892679374
94	651	5	891725332
276	1081	3	880913705
83	929	3	880307140
268	580	3	875309344
5	424	1	875635807
18	202	3	880130515
13	868	5	882139901
10	285	5	877889186
234	228	3	892079190
79	1161	2	891271697
264	448	2	886122031
293	166	3	888905520
130	234	5	875216932
264	70	4	886123596
3	245	1	889237247
223	908	1	891548802
172	580	4	875538028
54	676	5	880935294
210	97	5	887736454
164	930	4	889402340
299	240	2	877878414
18	729	3	880131236
82	343	1	884713755
92	1209	1	875660468
244	662	3	880606533
197	302	3	891409070
227	50	4	879035347
295	72	4	879518714
1	253	5	874965970
18	182	4	880130640
87	177	5	879875940
213	13	4	878955139
125	134	5	879454532
128	739	4	879969349
291	428	5	874871766
5	363	3	875635225
199	268	5	883782509
201	209	3	884112801
11	740	4	891903067
298	1346	3	884126061
180	1119	3	877128156
121	14	5	891390014
268	1041	1	875743735
252	277	4	891456797
303	411	4	879483802
210	527	5	887736232
234	648	3	892826760
308	215	3	887737483
64	516	5	889737376
85	187	5	879454235
239	81	3	889179808
203	282	1	880434919
100	268	3	891374982
1	113	5	878542738
76	175	4	875028853
263	1451	4	891299949
121	117	1	891388600
6	492	5	883601089
279	746	5	875310233
310	116	5	879436104
313	22	3	891014870
314	1150	4	877887002
58	214	2	884305296
161	898	3	891170191
11	723	5	891904637
94	218	3	891721851
311	566	4	884366112
85	604	4	882995132
288	527	3	886373565
184	514	5	889908497
151	929	3	879543457
90	690	4	891383319
104	1016	1	888466002
37	117	4	880915674
276	845	4	874786807
70	82	4	884068075
5	98	3	875720691
270	778	5	876955711
81	280	4	876534214
293	412	1	888905377
13	308	3	881514726
56	184	4	892679088
63	1007	5	875747368
104	1010	1	888465554
160	430	5	876861799
290	132	3	880473993
45	109	5	881012356
224	678	3	888082277
145	764	2	888398257
277	1011	3	879543697
116	255	3	876452524
184	86	5	889908694
285	151	5	890595636
222	148	2	881061164
72	28	4	880036824
271	187	5	885848343
115	8	5	881171982
129	331	2	883244737
95	1	5	879197329
158	510	3	880134296
34	312	4	888602742
72	427	5	880037702
200	291	3	891825292
145	22	5	875273021
193	627	4	889126972
234	571	2	892318158
195	328	4	884420059
282	288	4	879949367
117	758	2	881011217
23	381	4	874787350
112	327	1	884992535
252	300	4	891448664
282	327	5	879949417
64	160	4	889739288
265	471	4	875320302
18	113	5	880129628
83	82	5	887665423
90	499	5	891383866
26	685	3	891371676
222	1057	4	881061370
92	176	5	875652981
57	682	3	883696824
92	180	5	875653016
43	204	4	883956122
294	282	3	877821796
201	215	2	884140382
271	705	4	885849052
90	187	4	891383561
315	273	3	879821349
270	671	4	876956360
6	478	4	883602762
101	222	3	877136243
207	1046	4	875509787
144	182	3	888105743
85	83	4	886282959
102	625	3	883748418
158	770	5	880134477
297	588	4	875238579
90	507	5	891383987
271	482	5	885848519
311	143	3	884364812
194	647	4	879521531
1	227	4	876892946
116	751	3	890131577
287	347	4	888177040
195	1014	4	879673925
279	227	4	889326161
31	886	2	881547877
194	478	3	879521329
279	1151	2	875744584
296	855	5	884197352
92	216	3	875653867
13	66	3	882141485
262	386	3	879795512
7	676	3	891354499
141	826	2	884585437
269	13	4	891446662
82	455	4	876311319
279	254	3	879572960
313	99	4	891014029
145	448	5	877343121
130	542	3	875801778
165	288	2	879525673
249	255	3	879571752
118	475	5	875384793
142	82	4	888640356
119	718	5	874774956
303	94	3	879485318
306	14	5	876503995
92	709	2	875654590
59	1107	4	888206254
30	539	3	885941454
311	716	4	884365718
268	364	3	875743979
262	553	4	879795122
214	275	3	891542968
262	293	2	879790906
240	313	5	885775604
83	301	2	891181430
31	484	5	881548030
56	172	5	892737191
110	1246	2	886989613
59	429	4	888204597
24	367	2	875323241
308	741	4	887739863
301	660	4	882076782
214	1129	4	892668249
158	241	4	880134445
32	1012	4	883717581
184	36	3	889910195
305	11	1	886323237
194	205	3	879524291
108	290	4	879880076
13	150	5	882140588
7	401	4	891354257
104	7	3	888465972
293	39	3	888906804
256	25	5	882150552
90	821	3	891385843
275	69	3	880314089
312	494	5	891698454
185	740	4	883524475
145	472	3	875271128
251	148	2	886272547
92	15	3	875640189
81	742	2	876533764
311	419	3	884364931
249	746	5	879641209
19	655	3	885412723
79	100	5	891271652
189	751	4	893265046
7	81	5	891352626
234	132	4	892333865
13	354	2	888779458
109	627	5	880582133
195	154	3	888737525
277	279	4	879543592
223	8	2	891550684
92	81	3	875654929
201	69	2	884112901
181	874	1	878961749
303	433	4	879467985
46	307	3	883611430
91	28	4	891439243
151	317	5	879524610
64	176	4	889737567
62	111	3	879372670
303	120	2	879544099
49	547	5	888066187
303	176	5	879467260
286	154	4	877533381
235	87	4	889655162
135	1208	3	879858003
57	243	3	883696547
318	768	2	884498022
87	1079	2	879877240
25	258	5	885853199
193	790	3	889127381
263	510	4	891298392
207	716	3	875508783
250	338	4	883263374
59	583	5	888205921
277	282	4	879543697
303	1286	4	879467413
269	235	3	891446756
174	80	1	886515210
99	354	2	888469332
308	163	4	887737084
44	208	4	878347420
315	13	4	879821158
215	197	4	891435357
269	9	4	891446246
293	79	3	888906045
246	68	5	884922341
101	405	4	877137015
249	88	4	879572668
60	525	5	883325944
13	331	3	881515457
271	750	4	885844698
279	79	3	875296461
138	496	4	879024043
209	251	5	883417810
261	340	5	890454045
176	258	4	886047026
303	1037	3	879544340
62	114	4	879373568
72	530	4	880037164
88	750	2	891037276
263	117	3	891299387
9	298	5	886960055
92	528	4	875657681
249	708	4	879572403
262	754	3	879961283
196	655	5	881251793
207	1436	3	878191574
256	771	2	882164999
203	148	3	880434755
311	83	5	884364812
251	1014	5	886272486
227	411	4	879035897
58	100	5	884304553
249	723	4	879641093
7	228	4	891350845
92	846	3	886443471
160	56	5	876770222
293	605	3	888907702
161	162	2	891171413
268	1	3	875742341
59	215	5	888204430
151	1298	4	879528520
29	332	4	882820869
30	435	5	885941156
297	182	3	875239125
23	172	4	874785889
321	496	4	879438607
7	151	4	891352749
178	678	3	882823530
94	168	5	891721378
264	33	3	886122644
239	529	5	889179808
90	657	5	891385190
112	289	5	884992690
144	106	3	888104684
199	258	4	883782403
85	501	3	880838306
301	202	5	882076211
145	743	1	888398516
294	127	5	877819265
130	206	3	875801695
103	121	3	880415766
152	412	2	880149328
286	231	3	877532094
200	24	2	884127370
5	211	4	875636631
160	117	4	876767822
158	72	3	880135118
57	760	2	883697617
301	1228	4	882079423
92	24	3	875640448
164	117	5	889401816
276	38	3	874792574
213	294	3	878870226
232	197	4	888549563
21	103	1	874951245
130	731	3	876251922
222	441	2	881059920
36	307	4	882157227
128	228	3	879969329
248	475	5	884535446
198	100	1	884207325
297	307	4	878771124
305	189	5	886323303
266	676	3	892257897
197	229	3	891410039
74	272	5	888333194
194	4	4	879521397
177	56	5	880130618
57	28	4	883698324
239	187	5	889178798
268	94	2	875743630
238	252	3	883576644
131	1281	4	883681561
270	97	4	876955633
159	127	5	880989744
123	531	3	879872671
232	630	3	888550060
5	382	5	875636587
319	313	5	889816026
270	736	5	876955087
269	658	2	891448497
21	98	5	874951657
230	378	5	880485159
95	1206	4	888956137
303	435	5	879466491
151	1006	1	879524974
62	258	5	879371909
291	1028	3	875086561
293	748	2	888904327
262	179	4	879962570
253	216	4	891628252
223	596	3	891549713
108	50	4	879879739
293	779	1	888908066
314	1263	2	877890611
271	111	4	885847956
21	299	1	874950931
279	1376	4	886016680
270	83	4	876954995
104	411	1	888465739
279	1182	3	875314370
147	292	5	885594040
291	250	4	874805927
28	95	3	881956917
29	539	2	882821044
181	16	1	878962996
297	218	3	875409827
87	211	5	879876812
97	89	5	884238939
21	596	3	874951617
178	209	4	882826944
109	101	1	880578186
157	250	1	886890296
267	386	3	878973597
207	87	4	884386260
148	114	5	877016735
94	9	5	885872684
140	268	4	879013684
220	303	4	881198014
67	64	5	875379211
299	641	4	889501514
11	741	5	891902745
59	286	3	888202532
57	204	4	883698272
314	417	4	877888855
194	792	4	879524504
159	1037	2	884360502
181	979	2	878963241
316	306	4	880853072
280	781	4	891701699
211	127	4	879461498
64	684	4	889740199
98	47	4	880498898
254	1116	3	886473448
12	300	4	879958639
90	662	5	891385842
63	20	3	875748004
40	268	4	889041430
181	221	1	878962465
181	995	1	878961585
258	288	1	885700919
148	70	5	877021271
305	187	4	886323189
94	556	3	891722882
7	528	5	891352659
158	190	5	880134332
201	853	4	884114635
276	43	1	874791383
278	311	4	891295130
229	347	1	891632073
101	252	3	877136628
275	520	4	880314218
62	1073	4	879374752
109	975	3	880572351
83	118	3	880307071
4	361	5	892002353
15	473	1	879456204
7	643	4	891350932
219	347	1	889386819
306	864	3	876504286
224	332	3	888103429
57	1047	4	883697679
145	591	4	879161848
52	95	4	882922927
209	688	1	883589626
145	260	4	875269871
208	202	4	883108476
160	187	5	876770168
141	274	5	884585220
260	990	5	890618729
297	1016	3	874955131
244	167	3	880607853
15	678	1	879455311
286	709	4	877532748
82	411	3	878768902
99	181	5	885680138
293	346	3	888904004
90	425	4	891384996
228	475	3	889388521
13	320	1	882397010
271	410	2	885848238
307	509	3	877121019
54	298	4	892681300
295	47	5	879518166
311	385	5	884365284
287	257	4	875334224
290	393	3	880475169
145	393	5	875273174
72	528	4	880036664
224	949	3	888104057
135	431	2	879857868
42	69	4	881107375
10	340	4	880371312
125	152	1	879454892
59	470	3	888205714
313	148	2	891031979
234	161	3	892335824
13	493	5	882140206
186	281	4	879023390
69	300	3	882027204
259	959	4	888720593
5	62	4	875637575
135	449	3	879857843
222	1207	2	881060659
295	73	4	879519009
201	686	2	884112352
184	100	5	889907652
262	786	3	879795319
325	485	3	891478599
262	509	3	879792818
13	488	3	890704999
279	509	3	875296552
280	472	2	891702086
221	780	3	875246552
180	431	4	877442098
311	1222	3	884366010
44	120	4	878346977
318	257	5	884471030
320	117	4	884748641
256	939	5	882164893
236	265	2	890116191
83	139	3	880308959
280	128	3	891701188
43	52	4	883955224
91	427	4	891439057
318	631	4	884496855
275	258	3	875154310
174	160	5	886514377
188	769	2	875074720
94	89	3	885870284
7	44	5	891351728
158	85	4	880135118
221	69	4	875245641
196	67	5	881252017
254	624	2	886473254
270	53	4	876956106
181	1001	1	878963038
254	418	3	886473078
56	235	1	892911348
11	190	3	891904174
117	829	3	881010219
320	177	5	884749360
6	294	2	883599938
210	380	4	887736482
151	969	5	879542510
42	684	4	881108093
59	70	3	888204758
26	455	3	891371506
234	705	5	892318002
270	466	5	876955899
97	484	3	884238966
11	660	3	891904573
5	377	1	878844615
56	797	4	892910860
305	923	5	886323237
36	883	5	882157581
100	321	1	891375112
131	100	5	883681418
308	298	5	887741383
284	305	4	885328906
207	864	3	877750738
52	1086	4	882922562
305	529	5	886324097
223	318	4	891550711
137	546	5	881433116
292	328	3	877560833
193	435	4	889124439
7	559	5	891354882
217	22	5	889069741
279	709	4	875310195
257	345	4	887066556
279	919	3	892864663
178	73	5	882827985
90	1194	4	891383718
111	313	4	891679901
13	848	5	882140001
94	625	4	891723086
59	496	4	888205144
299	516	4	889503159
56	69	4	892678893
13	144	4	882397146
15	932	1	879456465
244	155	3	880608599
234	233	2	892335990
15	127	2	879455505
181	302	2	878961511
37	55	3	880915942
234	617	3	892078741
303	369	1	879544130
75	409	3	884050829
197	518	1	891409982
314	692	5	877888445
224	215	4	888082612
292	195	5	881103568
99	597	4	885679210
280	204	3	891700643
221	1250	2	875247855
58	109	4	884304396
270	781	5	876955750
13	476	2	882141997
189	1	5	893264174
294	222	4	877819353
293	629	3	888907753
87	775	2	879876848
131	750	5	883681723
296	48	5	884197091
151	186	4	879524222
57	926	3	883697831
234	134	5	892333573
53	174	5	879442561
280	544	4	891701302
123	135	5	879872868
109	797	3	880582856
236	286	5	890115777
201	313	5	884110598
174	471	5	886433804
151	15	4	879524879
90	529	5	891385132
59	12	5	888204260
310	845	5	879436534
4	357	4	892003525
25	615	5	885852611
272	127	5	879454725
104	269	5	888441878
276	406	2	874786831
150	121	2	878747322
23	170	4	874785348
244	7	4	880602558
95	416	4	888954961
28	98	5	881961531
259	269	3	877923906
28	173	3	881956220
94	455	3	891721777
298	8	5	884182748
151	210	4	879524419
200	241	4	884129782
193	332	3	889123257
38	139	2	892432786
62	138	1	879376709
13	781	3	882399528
13	338	1	882140740
280	554	1	891701998
117	50	5	880126022
178	106	2	882824983
256	1057	2	882163805
221	204	4	875246008
318	659	4	884495868
262	11	4	879793597
154	488	4	879138831
302	323	2	879436875
198	179	4	884209264
99	168	5	885680374
72	226	4	880037307
109	31	4	880577844
156	276	3	888185854
122	215	4	879270676
276	583	3	874791444
224	528	3	888082658
208	88	5	883108324
295	483	5	879517348
43	64	5	875981247
315	305	5	881017419
7	153	5	891352220
93	412	2	888706037
70	50	4	884064188
75	476	1	884050393
62	401	3	879376727
312	228	3	891699040
43	66	4	875981506
151	490	5	879528418
293	665	2	888908117
102	405	2	888801812
276	291	3	874791169
194	663	4	879524292
38	432	1	892430282
92	453	1	875906882
82	661	4	878769703
291	466	5	874834768
151	692	3	879524669
97	115	5	884239525
5	407	3	875635431
15	685	4	879456288
47	340	5	879439078
58	284	4	884304519
320	294	4	884748418
287	11	5	875335124
49	49	2	888068990
6	221	4	883599431
128	736	5	879968352
279	827	1	888426577
271	630	2	885848943
303	748	2	879466214
249	124	5	879572646
207	827	3	876018501
60	616	3	883327087
21	184	4	874951797
145	183	5	875272009
311	28	5	884365140
25	228	4	885852920
246	406	3	884924749
286	133	4	877531730
48	174	5	879434723
144	685	3	888105473
286	7	4	875807003
191	301	4	891561336
125	615	3	879454793
150	100	2	878746636
93	15	5	888705388
84	528	5	883453617
318	50	2	884495696
195	496	4	888737525
54	268	5	883963510
305	347	3	886308111
18	58	4	880130613
263	921	3	891298727
289	849	4	876789943
194	321	3	879520306
56	215	5	892678547
38	465	5	892432476
308	165	3	887736696
7	420	5	891353219
21	590	1	874951898
95	1230	1	888956901
145	13	5	875270507
194	530	4	879521167
145	1	3	882181396
222	157	4	878181976
109	100	4	880563080
90	631	5	891384570
7	78	3	891354165
267	423	3	878972842
194	1206	1	879554453
312	188	3	891698793
234	71	3	892334338
213	48	5	878955848
244	216	4	880605869
316	588	1	880853992
124	50	3	890287508
137	237	4	881432965
151	162	5	879528779
187	116	5	879464978
193	554	3	889126088
291	54	4	874834963
316	292	4	880853072
268	721	3	875743587
89	1048	3	879460027
253	50	4	891628518
102	732	3	888804089
246	816	4	884925218
280	38	3	891701832
311	661	3	884365075
